84,doduo,1,,36,3,7,3,4,190,70,0,20,1,2,0,92,
85,dodrio,1,84,36,3,7,3,4,45,70,0,20,1,2,0,93,
86,seel,1,,37,9,3,7,4,190,70,0,20,0,2,0,94,
87,dewgong,1,86,37,9,3,7,4,75,70,0,20,0,2,0,95,
88,grimer,1,,38,7,4,8,4,190,70,0,20,0,2,0,96,
89,muk,1,88,38,7,4,8,4,75,70,0,20,0,2,0,97,
90,shellder,1,,39,7,1,7,4,190,70,0,20,0,1,0,98,
91,cloyster,1,90,39,7,1,7,4,60,70,0,20,0,1,0,99,
92,gastly,1,,40,7,1,1,4,190,70,0,20,0,4,0,100,112
93,haunter,1,92,40,7,4,1,4,90,70,0,20,0,4,0,101,113
94,gengar,1,93,40,7,6,1,4,45,70,0,20,0,4,1,102,114
95,onix,1,,41,4,2,1,4,45,70,0,25,0,2,0,103,175
96,drowzee,1,,42,10,12,3,4,190,70,0,20,0,2,0,105,
97,hypno,1,96,42,10,12,3,4,75,70,0,20,1,2,0,106,
98,krabby,1,,43,8,14,9,4,225,70,0,20,0,2,0,107,
99,kingler,1,98,43,8,14,9,4,60,70,0,20,0,2,0,108,
100,voltorb,1,,44,8,1,8,-1,190,70,0,20,0,2,0,109,
101,electrode,1,100,44,8,1,8,-1,60,70,0,20,0,2,0,110,
102,exeggcute,1,,45,6,11,2,4,90,70,0,20,0,1,0,111,
103,exeggutor,1,102,45,10,7,2,4,45,70,0,20,0,1,0,112,
104,cubone,1,,46,3,6,4,4,190,70,0,20,0,2,0,113,
105,marowak,1,104,46,3,6,4,4,75,70,0,20,0,2,0,114,
106,hitmonlee,1,236,47,3,12,8,0,45,70,0,25,0,2,0,116,
107,hitmonchan,1,236,47,3,12,8,0,45,70,0,25,0,2,0,117,
108,lickitung,1,,48,6,6,3,4,45,70,0,20,0,2,0,119,
109,koffing,1,,49,7,1,8,4,190,70,0,20,0,2,0,121,
110,weezing,1,109,49,7,11,8,4,60,70,0,20,0,2,0,122,
111,rhyhorn,1,,50,4,8,6,4,120,70,0,20,1,1,0,123,160
112,rhydon,1,111,50,4,6,6,4,60,70,0,20,1,1,0,124,161
113,chansey,1,440,51,6,6,8,8,30,140,0,40,0,3,0,127,
114,tangela,1,,52,2,7,3,4,45,70,0,20,0,2,0,129,
115,kangaskhan,1,,53,3,6,3,8,45,70,0,20,0,2,1,131,
116,horsea,1,,54,2,5,7,4,225,70,0,20,0,2,0,132,
117,seadra,1,116,54,2,5,7,4,75,70,0,20,0,2,0,133,
118,goldeen,1,,55,8,3,9,4,225,70,0,20,1,2,0,135,
119,seaking,1,118,55,8,3,9,4,60,70,0,20,1,2,0,136,
120,staryu,1,,56,3,5,7,-1,225,70,0,20,0,1,0,137,
121,starmie,1,120,56,7,5,7,-1,60,70,0,20,0,1,0,138,
122,mr-mime,1,439,57,6,12,8,4,45,70,0,25,0,2,0,140,
123,scyther,1,,58,5,13,3,4,45,70,0,25,1,2,0,141,188
124,jynx,1,238,59,8,12,8,8,45,70,0,25,0,2,0,144,
125,electabuzz,1,239,60,10,6,3,2,45,70,0,25,0,2,0,146,
126,magmar,1,240,61,8,6,4,2,45,70,0,25,0,2,0,149,
127,pinsir,1,,62,3,12,2,4,45,70,0,25,0,1,1,151,
128,tauros,1,,63,3,8,3,0,45,70,0,20,0,1,0,152,
129,magikarp,1,,64,8,3,9,4,255,70,0,5,1,1,0,153,13
130,gyarados,1,129,64,2,2,9,4,45,70,0,5,1,1,1,154,14
131,lapras,1,,65,2,3,7,4,45,70,0,40,0,1,0,155,190
132,ditto,1,,66,7,1,8,-1,35,70,0,20,0,2,0,156,
133,eevee,1,,67,3,8,8,1,45,70,0,35,0,2,0,157,1
134,vaporeon,1,133,67,2,8,8,1,45,70,0,35,0,2,0,158,2
135,jolteon,1,133,67,10,8,8,1,45,70,0,35,0,2,0,159,3
136,flareon,1,133,67,8,8,8,1,45,70,0,35,0,2,0,160,4
137,porygon,1,,68,6,7,8,-1,45,70,0,20,0,2,0,166,
138,omanyte,1,,69,2,10,7,1,45,70,0,30,0,2,0,169,
139,omastar,1,138,69,2,10,7,1,45,70,0,30,0,2,0,170,
140,kabuto,1,,70,3,14,7,1,45,70,0,30,0,2,0,171,
141,kabutops,1,140,70,3,6,7,1,45,70,0,30,0,2,0,172,
142,aerodactyl,1,,71,7,9,4,1,45,70,0,35,0,1,1,173,
143,snorlax,1,446,72,1,12,4,1,25,70,0,40,0,1,0,175,179
144,articuno,1,,73,2,9,5,-1,3,35,0,80,0,1,0,176,192
145,zapdos,1,,74,10,9,5,-1,3,35,0,80,0,1,0,177,
146,moltres,1,,75,10,9,5,-1,3,35,0,80,0,1,0,178,
147,dratini,1,,76,2,2,9,4,45,35,0,40,0,1,0,179,76
148,dragonair,1,147,76,2,2,9,4,45,35,0,40,0,1,0,180,77
149,dragonite,1,148,76,3,6,9,4,45,35,0,40,0,1,0,181,78
150,mewtwo,1,,77,7,6,5,-1,3,0,0,120,0,1,1,182,196
151,mew,1,,78,6,6,5,-1,45,100,0,120,0,4,0,183,
152,chikorita,2,,79,5,8,3,1,45,70,0,20,0,4,0,184,
153,bayleef,2,152,79,5,8,3,1,45,70,0,20,0,4,0,185,
154,meganium,2,153,79,5,8,3,1,45,70,0,20,1,4,0,186,
155,cyndaquil,2,,80,10,12,3,1,45,70,0,20,0,4,0,187,
156,quilava,2,155,80,10,8,3,1,45,70,0,20,0,4,0,188,
157,typhlosion,2,156,80,10,8,3,1,45,70,0,20,0,4,0,189,
158,totodile,2,,81,2,6,9,1,45,70,0,20,0,4,0,190,
159,croconaw,2,158,81,2,6,9,1,45,70,0,20,0,4,0,191,
160,feraligatr,2,159,81,2,6,9,1,45,70,0,20,0,4,0,192,
161,sentret,2,,82,3,8,3,4,255,70,0,15,0,2,0,193,
162,furret,2,161,82,3,8,3,4,90,70,0,15,0,2,0,194,
163,hoothoot,2,,83,3,9,2,4,255,70,0,15,0,2,0,195,
164,noctowl,2,163,83,3,9,2,4,90,70,0,15,0,2,0,196,
165,ledyba,2,,84,8,9,2,4,255,70,0,15,1,3,0,197,
166,ledian,2,165,84,8,9,2,4,90,70,0,15,1,3,0,198,
167,spinarak,2,,85,5,14,2,4,255,70,0,15,0,3,0,199,
168,ariados,2,167,85,8,14,2,4,90,70,0,15,0,3,0,200,
169,crobat,2,42,17,7,13,1,4,90,70,0,15,0,2,0,46,25
170,chinchou,2,,86,2,3,7,4,190,70,0,20,0,1,0,201,
171,lanturn,2,170,86,2,3,7,4,75,70,0,20,0,1,0,202,
172,pichu,2,,10,10,8,2,4,190,70,1,10,0,2,0,25,15
